Change Type,DB ID,Old Name,New Name,Old Scientific Name,New Scientific Name,Old NBN GUID,New NBN GUID,Match Score,Match Type,Conservation Status
INSERT,NEW,-,Dark-based Clusterfly,-,Pollenia labialis,-,NBNSYS0100004788,-,new_species,
INSERT,NEW,-,,-,Fannia aequilineata,-,NBNSYS0000030650,-,new_species,
INSERT,NEW,-,Four-barred Major,-,Oxycera rara,-,NBNSYS0000007816,-,new_species,
INSERT,NEW,-,,-,Cylindromyia interrupta,-,NBNSYS0000030034,-,new_species,
INSERT,NEW,-,Scarce Red-legged Robberfly,-,Dioctria cothurnata,-,NBNSYS0000007916,-,new_species,
INSERT,NEW,-,,-,Delia frontella,-,NBNSYS0000030547,-,new_species,
INSERT,NEW,-,,-,Sarcophaga melanura,-,NBNSYS0000156286,-,new_species,
INSERT,NEW,-,,-,Geomyza subnigra,-,NBNSYS0000028415,-,new_species,
INSERT,NEW,-,,-,Tephritis formosa,-,NBNSYS0000012921,-,new_species,
INSERT,NEW,-,,-,Dicraeus vagans,-,NBNSYS0000029893,-,new_species,
INSERT,NEW,-,,-,Chromatomyia horticola,-,NBNSYS0100002401,-,new_species,
INSERT,NEW,-,,-,Dryope flaveola,-,NHMSYS0021535933,-,new_species,
INSERT,NEW,-,,-,Azelia triquetra,-,NBNSYS0000030730,-,new_species,
INSERT,NEW,-,,-,Tricyphona schummeli,-,NBNSYS0100005894,-,new_species,
INSERT,NEW,-,,-,Mycomya cinerascens,-,NBNSYS0000036986,-,new_species,
INSERT,NEW,-,,-,Trichopalpus punctipes,-,NHMSYS0021819051,-,new_species,
INSERT,NEW,-,,-,Palloptera ustulata,-,NBNSYS0000029232,-,new_species,
INSERT,NEW,-,,-,Callicera rufa,-,NBNSYS0000006970,-,new_species,
INSERT,NEW,-,,-,Bicellaria pilosa,-,NBNSYS0000012319,-,new_species,
INSERT,NEW,-,,-,Hybos grossipes,-,NBNSYS0000012312,-,new_species,
INSERT,NEW,-,Long-horned Cleg,-,Haematopota grandis,-,NBNSYS0000007873,-,new_species,
INSERT,NEW,-,,-,Empis pennipes,-,NBNSYS0000012438,-,new_species,
INSERT,NEW,-,,-,Micropeza corrigiolata,-,NBNSYS0000028907,-,new_species,
INSERT,NEW,-,,-,Rhamphomyia subcinerascens,-,NBNSYS0000012388,-,new_species,
INSERT,NEW,-,,-,Ablabesmyia monilis,-,NBNSYS0000027318,-,new_species,
INSERT,NEW,-,,-,Rhypholophus haemorrhoidalis,-,NBNSYS0100005166,-,new_species,
INSERT,NEW,-,Black-legged Water-snipefly,-,Ibisia marginata,-,NBNSYS0100003576,-,new_species,
INSERT,NEW,-,,-,Rhamphomyia hybotina,-,NBNSYS0000012408,-,new_species,
INSERT,NEW,-,,-,Phaonia atriceps,-,NBNSYS0000030784,-,new_species,
INSERT,NEW,-,,-,Erioptera meijerei,-,NBNSYS0000008219,-,new_species,
INSERT,NEW,-,,-,Tipula fascipennis,-,NBNSYS0000008022,-,new_species,
INSERT,NEW,-,,-,Cetema elongatum,-,NBNSYS0100002274,-,new_species,
INSERT,NEW,-,,-,Crataerina pallida,-,NBNSYS0100024929,-,new_species,
INSERT,NEW,-,,-,Neomyia viridescens,-,NBNSYS0000030718,-,new_species,
INSERT,NEW,-,,-,Dolichopus discifer,-,NBNSYS0000012573,-,new_species,
INSERT,NEW,-,,-,Euphylidorea lineola,-,NBNSYS0100003142,-,new_species,
INSERT,NEW,-,,-,Bibio hortulanus,-,NBNSYS0000027781,-,new_species,
INSERT,NEW,-,,-,Suillia humilis,-,NBNSYS0000029045,-,new_species,
INSERT,NEW,-,,-,Culex pipiens,-,NBNSYS0000011599,-,new_species,
INSERT,NEW,-,,-,Heterostylodes nominabilis,-,NBNSYS0000030571,-,new_species,
INSERT,NEW,-,,-,Cheilosia impressa,-,NBNSYS0000006985,-,new_species,
INSERT,NEW,-,,-,Dasysyrphus pinastri,-,NBNSYS0100002754,-,new_species,
INSERT,NEW,-,,-,Anasimyia lineata,-,NBNSYS0000007041,-,new_species,
INSERT,NEW,-,Tufted Clusterfly,-,Pollenia pediculata,-,NBNSYS0100004789,-,new_species,
